username,score,purple,legendaries,userId
bartyslimes,17600.00,16000,1,1991316232
William43819532,17600.00,16000,1,5028926810
MarkLuc2e,17600.00,16000,1,5038122058
JacobHa09s,17600.00,16000,1,5039770492
OliverH83a,17600.00,16000,1,5072689618
AdaPatt1i,17600.00,16000,1,5076101862
GeraldS856,17600.00,16000,1,5092100277
Dnl_zng,17600.00,11000,6,1805209761
743535007,17600.00,11000,6,743535007
BomPaniss,17600.00,11000,6,8292308879
inathzky,17600.00,11000,6,866110424
thanhson131,17600.00,8000,12,1635769329
Bokkkkkkkkkkkkik,17600.00,8000,12,5256314960
OutlanderMotors,17600.00,8000,12,5601213159
bitchcoins_be,17595.00,11730,5,7317884253
Jusalamucha,17561.00,10330,7,5387560195
CarolusMagnus0057,17560.00,8780,10,6647260460
YaPankMnePohyi,17544.00,10320,7,543459669
TobinBellSaw,17500.00,7000,15,1443263863
michihirosibusa,17500.00,7000,15,1668047559
Salamacha7389,17500.00,7000,15,5062335520
docZo5,17500.00,7000,15,5073673407
wnrodriguees,17500.00,7000,15,5461690352
MarkjohnNerona282508,17500.00,7000,15,5779242070
BNRDM,17500.00,7000,15,7529154711
7927287610,17500.00,7000,15,7927287610
mira_frapp,17496.00,6480,17,375109871
Volkodavius,17480.00,9200,9,360416332
spa_polina,17468.00,7940,12,2093842820
Jwnguyen,17448.00,7270,14,6215970316
Janpoooool,17424.00,7920,12,1916740580
Aleksei79sochi,17400.00,6000,19,257461600
Muad97,17400.00,6000,19,5920736105
komarado8,17374.00,10220,7,1891262279
NFTpointillist,17360.00,12400,4,6386881078
Picaito,17320.00,8660,10,253346994
7204503874,17296.00,7520,13,7204503874
1828381201,17262.00,8220,11,1828381201
mmk_user,17260.00,8630,10,5037543485
CryptoNFT_Prince,17200.00,10750,6,2051622336
bigb3ar,17178.00,8180,11,1872256525
7394258115,17175.00,6870,15,7394258115
1510952787,17160.00,6600,16,1510952787
iseeyourlife,17136.00,10710,6,623253552
I_MaRoL_I,17115.00,8150,11,1222731791
Adel3A,17115.00,8150,11,830299033
1135019895,17100.00,9000,9,1135019895
stmnkv,17100.00,9000,9,253325877
m4x58,17100.00,9000,9,477658424
mrSw1ft,17100.00,9000,9,517065339
n0thingxyz,17100.00,9000,9,6686252992
6905649960,17100.00,9000,9,6905649960
abola881,17100.00,9000,9,7357242302
8103104841,17100.00,9000,9,8103104841
Sukhye,17100.00,9000,9,961457527
Sobatgurund,17088.00,10680,6,6800133608
smetanka_9,17081.00,8990,9,6928112993
newdimon,17024.00,8960,9,320527256
TaThiHongTam26012004,17006.00,7730,12,6885720771
buublyat,17000.00,10000,7,1020701371
Ali_diyaleh,17000.00,10000,7,156160131
Parviznikk,17000.00,10000,7,245676668
7211378951,17000.00,10000,7,7211378951
7627823841,17000.00,10000,7,7627823841
Jlouo,16992.00,10620,6,7346126634
moji1441,16978.00,6530,16,6170362683
ast1z,16968.00,8080,11,945229578
Mishkakod,16900.00,13000,3,6202441591
Insanity71,16860.00,8430,10,6725051267
Msguclu,16859.00,7330,13,1227495881
MikePerry,16850.00,16850,0,139208852
menztrual,16825.00,6730,15,7198466374
JadeArm23se,16800.00,14000,2,5025668503
KRIPTOGOLIK7,16800.00,12000,4,726196602
Ponocka85,16800.00,8000,11,1146853685
yoR5h,16800.00,8000,11,2071175756
Andy_Dogami,16800.00,8000,11,2087245595
IK0nstantinI,16800.00,8000,11,34623039
Asdar07,16800.00,8000,11,473848533
urekmazino123,16800.00,8000,11,6223416120
IrzyrN3879,16800.00,8000,11,6716520019
skoczow,16800.00,8000,11,6819078536
julia6732,16800.00,7000,14,1809345780
1949948050,16800.00,7000,14,1949948050
1786306933,16800.00,6000,18,1786306933
p096aa,16800.00,6000,18,97010351
alexanderbays,16700.00,6680,15,392798882
Gargamel57,16677.00,9810,7,563288711
Mikrokot15,16676.00,7580,12,1418796049
violetfuzz,16590.00,7900,11,8053241365
maha1511,16566.00,7530,12,1634164262
alexei976atv,16560.00,8280,10,1674821364
Axeldiegoma,16560.00,8280,10,958672625
mocha1820,16500.00,15000,1,2141738087
Valenti7823,16500.00,15000,1,5001484329
colinsco,16500.00,15000,1,5005456702
FloraMo39f,16500.00,15000,1,5013005407
Viktory37AT,16500.00,15000,1,5016528576
DwainCopeland,16500.00,15000,1,5024095791
AmeliaB9d,16500.00,15000,1,5024232481
chelsea_309,16500.00,15000,1,5036444648
JackParTert,16500.00,15000,1,5053479815
JohnFly600,16500.00,15000,1,5061856362
Romanich_Ruff,16500.00,15000,1,5078873899
JosephMIUd,16500.00,15000,1,5088699664
Merilyn46e,16500.00,15000,1,5089056155
JohnHud58,16500.00,15000,1,5091461634
Gisakhan,16500.00,15000,1,6721792583
seve90seve,16500.00,11000,5,1981982697
Ilkhom86,16500.00,11000,5,423525506
GurovAV31,16485.00,7850,11,826233058
htabbitha25439mhg,16480.00,8240,10,7129066308
TthirteenN13,16416.00,6080,17,110689098
Chuche47,16405.00,9650,7,443326324
bussmmm,16344.00,6810,14,5065104602
Masoodk2199,16300.00,6520,15,6836638496
TaGalKaung,16296.00,6790,14,1816562340
8474053024,16260.00,10840,5,8474053024
6397612569,16260.00,8130,10,6397612569
Andrei_Vasilev2,16200.00,9000,8,1053531149
1371643683,16200.00,9000,8,1371643683
Kloshe1,16200.00,9000,8,351686360
fserran99,16200.00,9000,8,414199240
AleksDrago,16200.00,9000,8,416526493
JoostLint,16200.00,9000,8,5278925766
alexsidoroff,16200.00,9000,8,533078782
Tatinka123,16200.00,9000,8,5609681068
unnamed021,16200.00,9000,8,6638041586
Opaw111,16200.00,9000,8,8007243462
Chitp02222,16200.00,6000,17,6437850936
7997722479,16200.00,6000,17,7997722479
cimer_man,16200.00,6000,17,846688016
Chr1st0ph3r16,16191.00,7710,11,7372791089
7086334768,16182.00,8990,8,7086334768
Vets_87,16164.00,8980,8,640210118
blank4z,16100.00,7000,13,1867400418
Aleksandr_F83,16100.00,7000,13,356210825
lda_vinci,16100.00,7000,13,394574301
okaygames,16100.00,7000,13,5742234866
sanek_arp,16100.00,7000,13,5852480779
WOLFMsP1368,16100.00,7000,13,5962369184
71125746,16100.00,7000,13,71125746
gadgeto68,16100.00,7000,13,915245546
Sanyair,16074.00,8460,9,664026012
Busyavip,16048.00,10030,6,602167609
amitnayak087,16038.00,8910,8,1932443080
htawana78033yuv,16017.00,8430,9,6745003607
7237911265,16002.00,7620,11,7237911265
ale55io,16000.00,16000,0,106333361
Ning310,16000.00,10000,6,6424183132
romanrcc,16000.00,10000,6,7260395396
byryri23,16000.00,10000,6,7700777847
tebong_tv,16000.00,8000,10,1073046970
AjAlph,16000.00,8000,10,1231958026
Nordeer,16000.00,8000,10,1282835100
CR7PERSIANA,16000.00,8000,10,5068158637
Legendarylll,16000.00,8000,10,7070645538
mint_kg,16000.00,8000,10,7163881242
ThuyHaDay28082009,16000.00,8000,10,7191716732
alpetar82,16000.00,8000,10,827585122
Jack_kredok,16000.00,8000,10,872090162
MichaelFigueroa,15984.00,9990,6,1834231468
Surat1987,15975.00,6390,15,1012422065
partyguy07,15921.00,5490,19,842051803
Selank,15912.00,6120,16,1649449663
Oleg_Htr,15903.00,8370,9,5848419279
vibeman,15888.00,9930,6,202210436
T011XA,15840.00,8800,8,1065914192
mlopez_tg,15827.00,9310,7,393455583
mangertt,15801.00,6870,13,426382461
Shayan_Mainer,15796.00,7180,12,6769753893
BenjaminLewis_a792,15796.00,7180,12,7330815837
1964794859,15795.00,12150,3,1964794859
M002355,15786.00,8770,8,5157204681
liberatedape,15751.00,8290,9,7312704187
Mohit704798,15740.00,7870,10,945552246
spec2025,15725.00,6290,15,6954499180
SirensDragon,15708.00,5610,18,7027415931
1040124548,15675.00,8250,9,1040124548
adiekorn,15626.00,12020,3,225667583
kvardan,15617.00,6790,13,465124713
BadimN,15602.00,5380,19,5120638660
logologo91,15600.00,13000,2,7458349978
Vovan2772,15600.00,13000,2,8053529895
LucasTa6fe,15600.00,12000,3,5015190182
morfeus118,15600.00,12000,3,6373826704
1689657363,15600.00,6000,16,1689657363
dennyjkee,15600.00,6000,16,261510913
539950882,15600.00,6000,16,539950882
Bakohkukoh,15600.00,6000,16,7562388274
ho899,15600.00,6000,16,776469659
woeknma,15600.00,4000,29,7780445007
banjiha,15599.00,8210,9,1735753265
sidnei_safs,15561.00,8190,9,5276473841
Raodon83,15516.00,8620,8,5866704423
Kaisbreigh,15465.00,10310,5,1453150923
mysteriousmysteryy,15408.00,12840,2,1273305545
IronworkDoodad,15400.00,14000,1,2115062113
Aleks_pion_3,15400.00,14000,1,372099716
CollinHse,15400.00,14000,1,5099855892
GRIANHLG,15400.00,11000,4,5555685265
6570046783,15400.00,11000,4,6570046783
oooppp2323,15400.00,7000,12,5368306984
BertramLyde_a83,15400.00,7000,12,6629683206
AndronProject,15400.00,7000,12,818820957
afelkys,15334.00,6970,12,5245808011
odinL9M,15330.00,10220,5,2043609408
dskulachev,15309.00,7290,11,476178822
Cooljeck,15300.00,9000,7,1329040762
Menskiemoves143,15300.00,9000,7,6868106949
kaspione,15276.00,8040,9,1048691778
kytgm,15249.00,6630,13,7285147972
tcharlton,15200.00,8000,9,1861261813
humanstatute,15200.00,8000,9,342783173
FaRT8oXo,15200.00,8000,9,394639919
VikSum2024,15200.00,8000,9,420114491
Olegvickol,15200.00,8000,9,5389690408
Aizen_04,15200.00,8000,9,547936572
6301568968,15200.00,8000,9,6301568968
Acefrog45,15200.00,8000,9,6537382673
aftagaylo,15200.00,8000,9,6547626168
7756402203,15200.00,8000,9,7756402203
kinghoneybee,15200.00,8000,9,7910041585
6764540804,15200.00,7600,10,6764540804
AndreyProshin,15181.00,8930,7,280163319
LyndseyLollar_a794,15157.00,6590,13,7235231793
BipolarBeetle,15092.00,10780,4,7104892092
fimaton,15088.00,9430,6,7763630618
1069870167,15078.00,7180,11,1069870167
7306944401,15066.00,5580,17,7306944401
microfus,15036.00,7160,11,5376311900
troydierBKbUE624,15029.00,7910,9,7378519397
hberkay35,15000.00,15000,0,1730852231
ElinorH6ds,15000.00,15000,0,5017928237
amazonkzs,15000.00,15000,0,5021102617
MaryMiid,15000.00,15000,0,5032347572
ognav,15000.00,15000,0,6743607659
Le_no_kk,15000.00,10000,5,757886518
1501513920,15000.00,6000,15,1501513920
oceans_shinya,15000.00,6000,15,535362033
Gondrongndes,15000.00,6000,15,7526797819
Bogelgetas,15000.00,6000,15,7541663572
Tatagteteg,15000.00,6000,15,7621339806
hai23ee,15000.00,6000,15,7747916819
Suprisuper,15000.00,6000,15,8051748854
Ressonak,14994.00,7140,11,6504308462
6170149127,14922.00,8290,8,6170149127
KitsuneRFG,14916.00,6780,12,6286479467
Ku_relub,14912.00,9320,6,7160880824
433856244,14841.00,8730,7,433856244
SeyS4,14775.00,5910,15,549532267
Karina_DOZ,14760.00,9840,5,1525677547
XuanQuyen,14736.00,9210,6,5482301568
973994910,14725.00,7750,9,973994910
jayz0n3,14700.00,7000,11,1664669860
AdelynD,14700.00,7000,11,7146265136
huaranzzz,14700.00,3000,39,8409097626
1400375075,14680.00,7340,10,1400375075
1587440169,14668.00,7720,9,1587440169
Vladis678,14652.00,6660,12,541268604
Nikonov_A_V,14637.00,6970,11,311581099
Pacalna28,14634.00,8130,8,5640151220
1161388861,14630.00,7700,9,1161388861
Kmali125,14620.00,8600,7,6715282988
ToddNMN,14599.00,11230,3,5261998457
tterrill50267xos,14580.00,8100,8,6422805693
466143269,14516.00,7640,9,466143269
machkeinauge,14497.00,7630,9,894230201
Jarbe_weigher,14454.00,8030,8,2028806209
1098814590,14440.00,7600,9,1098814590
7266784155,14421.00,7590,9,7266784155
XABPyH,14400.00,12000,2,5142914287
6249257478,14400.00,12000,2,6249257478
7619599477,14400.00,12000,2,7619599477
1668078651,14400.00,9600,5,1668078651
1897293752,14400.00,9000,6,1897293752
godsmack2018,14400.00,9000,6,368621216
416927223,14400.00,9000,6,416927223
RPan8,14400.00,9000,6,7502127380
mhadifaraji,14400.00,8000,8,1326168358
victoragung,14400.00,8000,8,2046725630
457646256,14400.00,8000,8,457646256
Mata_Hari_1978,14400.00,8000,8,5112903034
Bogddim,14400.00,8000,8,539051653
7736432194,14400.00,8000,8,7736432194
vto89,14400.00,8000,8,917675434
vladimirsaleba,14400.00,6000,14,1090523839
juns802,14400.00,6000,14,1616188718
AleksandraKashayk,14400.00,6000,14,485029959
5123765564,14400.00,6000,14,5123765564
HA555666777,14400.00,6000,14,6269406657
stspartaudrey,14400.00,6000,14,673416317
Bernard_2018,14400.00,6000,14,7273244884
TranLoi1938,14400.00,6000,14,7585662431
thanh0689,14400.00,6000,14,7846574496
VeterDr,14382.00,7990,8,1778735152
Svyat_Kamato3,14382.00,7990,8,477792946
kuper36,14375.00,6250,13,1197110470
burritopau,14355.00,9570,5,341704142
doyzkieeeee,14326.00,11020,3,6899754699
MaryMil37608195,14300.00,13000,1,5016234033
balestoo,14300.00,13000,1,5049143955
ElGato_dd,14300.00,11000,3,232268421
Natalia_Lednik,14300.00,11000,3,556925447
OfeliaPnd1959,14300.00,11000,3,6794649118
7334510007,14300.00,11000,3,7334510007
Hassan1345H,14300.00,7150,10,102672459
7946300223,14288.00,8930,6,7946300223
BuiThiBichThan24082005,14274.00,7930,8,6995117444
taneshagroblAkAj759,14240.00,7120,10,7547060428
7791920318,14231.00,7490,9,7791920318
hrowe70552rvy,14212.00,7480,9,7129422085
AliOne1188,14202.00,5260,17,203696262
mrlife686,14182.00,10130,4,251923174
MedAleks81,14136.00,7440,9,1895085866
wanayxi,14100.00,3000,37,8297086818
Sambyka_vs,14079.00,10830,3,1555433675
Mujahid_Alfalahi,14076.00,7820,8,1146403742
AlexNovg81,14041.00,7390,9,5283667791
Disconnect6,14022.00,7790,8,414759694
marratik,14000.00,14000,0,1534325066
alexeyprog,14000.00,14000,0,389302525
capjoe38,14000.00,14000,0,505285016
Dark99Side,14000.00,14000,0,6134014922
rosamil1,14000.00,14000,0,8083758171
Dima888222,14000.00,10000,4,704272935
caglarcrypto,14000.00,7000,10,1518593400
URcake0,14000.00,7000,10,1919062043
406702884,14000.00,7000,10,406702884
Tweb3girl,14000.00,7000,10,5381296758
ThanhNguyen161,14000.00,7000,10,5597410386
pinchmari,14000.00,7000,10,5937248854
RicoFlatter_a896,14000.00,7000,10,6858246435
artARTUart,14000.00,7000,10,706559092
vikynhung64,14000.00,7000,10,7767887388
Basuki3084,13936.00,8710,6,5349658817
rkh1761,13904.00,6320,12,561905089
Serkmao,13902.00,6620,11,6480362187
gokanekanu_a750,13851.00,7290,9,6996870171
ClydeEvans_a9,13824.00,8640,6,6846653406
DeemonVoodoolei,13818.00,9870,4,605963197
teplovoz,13813.00,7270,9,48025930
Phung_Khoa,13813.00,7270,9,6121389812
zhouwei229,13806.00,7670,8,750216598
oveismirhajizadeh,13804.00,9860,4,47348611
Alex7andrV,13800.00,6000,13,1350490192
chibaixxx,13800.00,6000,13,5068903698
lizzahhh,13800.00,6000,13,6631103677
sobarrrk,13800.00,6000,13,6657396645
Mymax90,13800.00,6000,13,6876900357
Muaysong,13800.00,6000,13,7624721654
Nonsalineyt,13776.00,6560,11,346885384
Fer_D_L,13772.00,6260,12,1100474457
sobolev3260,13770.00,8100,7,5054872477
olya55588,13754.00,10580,3,5574508527
Vadooooooood,13720.00,6860,10,6849017593
Nima_Karimian,13713.00,6530,11,123062158
Squall274,13662.00,7590,8,5771983810
dmitryklest,13650.00,9750,4,729609155
hstevana91666xso,13626.00,7570,8,6529675333
HoThiAiMen13032007,13620.00,6810,10,7021792836
sayed_aamir,13600.00,8000,7,1701784557
Kiraunil,13600.00,8000,7,1737689731
blkCODe,13600.00,8000,7,1841164590
5050894570,13600.00,8000,7,5050894570
Getskamed,13600.00,8000,7,6115032906
LaylaWebb_a168,13600.00,8000,7,7104297360
7364519456,13600.00,8000,7,7364519456
Rfsh88,13552.00,8470,6,99427603
BS_Lexx,13547.00,7130,9,440095997
coinsget,13536.00,8460,6,842971750
Ciro80,13512.00,5630,14,341354078
DimonPremier,13500.00,9000,5,402388036
Getit1990,13500.00,9000,5,5098165668
DZsamirov,13500.00,7500,8,381354830
AndrewSq88,13496.00,4820,18,6893011133
EritonDBZ,13482.00,7490,8,663228003
NFG0925,13478.00,5860,13,6519367266
Piryanin,13440.00,6720,10,5241666057
okutarisu,13423.00,4330,21,5727576230
binhhanh081004,13419.00,6390,11,6928923664
Santi710,13416.00,11180,2,461999710
7534993371,13414.00,7060,9,7534993371
Ynadster,13404.00,11170,2,744148911
1466610522,13379.00,7870,7,1466610522
ShawnHopkins_a289,13357.00,7030,9,6990769894
kathysiffordlcaKT481,13302.00,7390,8,7386000815
Filou06,13300.00,7000,9,1260842170
Viktor_v19,13300.00,7000,9,5112088127
loverosewine,13300.00,7000,9,624570685
6453587748,13300.00,7000,9,6453587748
PyuPyu7,13300.00,7000,9,6483791918
davidcole_a434,13300.00,7000,9,6526367952
tt_janti,13300.00,7000,9,6652570857
kthi38583jip,13300.00,7000,9,7083081108
7337816378,13300.00,7000,9,7337816378
ermacarreBvjT943,13300.00,7000,9,7534072766
7745904921,13300.00,7000,9,7745904921
7825242609,13300.00,7000,9,7825242609
Denisnalivaiko,13284.00,7380,8,1168127132
Rohitji229,13281.00,6990,9,6253192882
Alirezasha22,13260.00,6630,10,6176800961
evgeny_kova,13255.00,12050,1,1088840626
7097140141,13230.00,7350,8,7097140141
8124547279,13216.00,9440,4,8124547279
iWookiee,13211.00,12010,1,1941537273
ImSkuf,13200.00,12000,1,1913333793
Harvestmoonwallet,13200.00,12000,1,5973540861
1902293960,13200.00,11000,2,1902293960
niceneys,13200.00,11000,2,347194109
BlomsHelen,13200.00,11000,2,5054753779
7689525119,13200.00,11000,2,7689525119
cheburahapnz,13200.00,6000,12,131405280
Bidjo13,13200.00,6000,12,563549367
sibsergo,13200.00,6000,12,756142591
Kobruttobat,13200.00,6000,12,7665553379
godzilla1717,13184.00,8240,6,2048605402
rufous_wolf,13148.00,6920,9,836887868
Alex_Ogai,13090.00,7700,7,2044254098
gdxsfgjex,13068.00,5940,12,100434330
Rompeba,13056.00,7680,7,5096034292
Enmanuel443,13046.00,11860,1,7080046419
SonHienLoc458185,13041.00,6210,11,7892756789
Karo_2hot,13039.00,7670,7,976890184
MucTeP_MuccuKc,13034.00,9310,4,5495738644
2069545561,13022.00,7660,7,2069545561
ivilyn007,13000.00,13000,0,6667350835
AL3535,13000.00,10000,3,527319255
Hhamzavi1401,13000.00,5000,16,1239162250
Kadeshmi,13000.00,5000,16,5479759713
gatraoa8,13000.00,5000,16,6749054557
tarlesIT,12988.00,7640,7,7477267761
Timan86RUS,12942.00,7190,8,6450700898
Anzhi_MMA,12894.00,9210,4,844410487
Aleksei_CC,12894.00,6140,11,1640759865
Radikill1,12888.00,7160,8,6695735482
HoangDoanKhanh_a247,12888.00,7160,8,7146363602
Kramzand,12881.00,11710,1,1217496992
6869800839,12881.00,11710,1,6869800839
Irhos,12844.00,6760,9,137453471
Roller2007,12824.00,9160,4,1836025634
PhanThanhChan27042007,12806.00,6740,9,7181096624
tihogen,12800.00,8000,6,1295346441
Harlem81,12800.00,8000,6,1840433901
Sergey1991112,12800.00,8000,6,414084164
Anastasiia_neuroart,12800.00,8000,6,709845517
titusfelicettiYlzUg724,12800.00,8000,6,7360078775
QuangHa_a264,12780.00,6390,10,6998700731
panisheer,12768.00,6720,9,595108249
817305567,12767.00,7510,7,817305567
MarkPerkins_a721,12744.00,7080,8,7312494560
GarlicChou,12720.00,4240,20,1608462144
6523069775,12690.00,8460,5,6523069775
tilliedemarayKGwQZ599,12690.00,7050,8,7342462457
Bogdan7852,12675.00,8450,5,720239479
alviz1,12665.00,7450,7,2128544143
Specialk2k,12654.00,6660,9,1850048203
DanHieu258482,12628.00,5740,12,7610468157
roberto98765,12606.00,5730,12,6291339742
Murad_djan,12600.00,9000,4,1878648066
Juliana_ID,12600.00,9000,4,407428821
sarmadmimou,12600.00,9000,4,6391353990
TheLordConstantine,12600.00,7000,8,127429318
JETSUKAIZEN,12600.00,7000,8,1963616880
hawk_hawk_sasha,12600.00,7000,8,326363825
Sergiy28,12600.00,7000,8,462073087
mattb0,12600.00,7000,8,5172933804
CaptainCapybaraInCap,12600.00,7000,8,624283993
asonia90861lpl,12600.00,7000,8,6413446263
6970879689,12600.00,7000,8,6970879689
ianyiuCAtAS625,12600.00,7000,8,7352627536
8001512596,12600.00,7000,8,8001512596
5364143402,12600.00,6000,11,5364143402
clintonsoftleighmAvTD553,12600.00,6000,11,7273089321
Milolikh,12600.00,6000,11,7352834015
Hybrondasmu,12600.00,6000,11,7388171800
QuySang93,12600.00,6000,11,7588112523
KosalSotheaSothea2597,12600.00,6000,11,7956666529
Taiem45,12600.00,6000,11,8138278902
yunvgg,12600.00,2000,53,8205230839
5272237890,12563.00,7390,7,5272237890
Hossein136181,12560.00,6280,10,7253605088
Queshibenshiu,12558.00,5460,13,6396651288
5246124195,12546.00,6970,8,5246124195
Hilkonata,12518.00,5690,12,7340992605
dpetrakov78,12512.00,7820,6,56851083
SooGovero_a274,12512.00,7360,7,6747027368
7074281652,12510.00,8340,5,7074281652
shakdim,12500.00,5000,15,1136632862
emourgues,12500.00,5000,15,5257285489
mlstppp,12500.00,5000,15,5570168599
wzrfznnorendt,12500.00,5000,15,6741385790
fivenumberim,12500.00,5000,15,6989792992
BITS_Masiroz55,12500.00,5000,15,7179510984
7195906073,12500.00,5000,15,7195906073
t_lips,12500.00,5000,15,733708891
7207578406,12496.00,5680,12,7207578406
kyrgiosorv,12495.00,5950,11,680786103
OGMrDeuce,12480.00,8320,5,6384922091
SPIKE05,12474.00,11340,1,332673452
Cripo06,12474.00,11340,1,382333319
Bap20199,12444.00,7320,7,1603982207
7003926481,12402.00,6890,8,7003926481
LinhTran_a439,12393.00,7290,7,5820825886
DZsamirov10,12376.00,7280,7,6059308870
7938466079,12369.00,6510,9,7938466079
alexmakhotka,12360.00,6180,10,1026511362
ykb123456,12336.00,7710,6,7262571270
oksanroman,12260.00,6130,10,512558752
aikmann87,12246.00,9420,3,114798182
5404323730,12236.00,8740,4,5404323730
PedroHarvey_a13,12210.00,8140,5,8187746729
GordonLucas_a802,12180.00,6090,10,6960997400
pROFFkabl,12166.00,8690,4,629844655
644612063,12150.00,4860,15,644612063
Ho3in_zand,12104.00,7120,7,192179733
HaroldDay_a370,12104.00,7120,7,7060951205
LKY102,12103.00,6370,9,522110010
kalv00,12100.00,11000,1,2080867309
Magdale6RT,12100.00,11000,1,5071887565
Mehdishakeri1402,12090.00,8060,5,6245397289
Primera24,12078.00,5490,12,464194069
6361877731,12060.00,6700,8,6361877731
Ywiras,12053.00,7090,7,1249728497
7501342074,12050.00,4820,15,7501342074
Follen555,12048.00,7530,6,1490471802
Tohadrums,12027.00,6330,9,788785364
tvannie10518yal,12019.00,7070,7,6921269844
JeremiahShaw_a733,12019.00,7070,7,7277165845
KienHoa3eew,12012.00,5720,11,7759554103
Stevdddsac,12000.00,12000,0,5020157460
inyiaak,12000.00,12000,0,6011974725
7043590802,12000.00,12000,0,7043590802
6889770481,12000.00,10000,2,6889770481
7337861837,12000.00,10000,2,7337861837
1309749412,12000.00,8000,5,1309749412
StewSi,12000.00,8000,5,370300819
385793223,12000.00,8000,5,385793223
PIROGon74,12000.00,8000,5,549583895
PhungThiTrucLuu08092004,12000.00,8000,5,6880299458
eroyummy,12000.00,8000,5,6929588250
RussellPalmer_a688,12000.00,8000,5,7057743569
brentonaldacoDuVef770,12000.00,8000,5,7350368761
7811090644,12000.00,8000,5,7811090644
5922163702,12000.00,6000,10,5922163702
toi392342,12000.00,6000,10,7194508800
Suastiasyu,12000.00,6000,10,7800154851
mylove067,12000.00,6000,10,7869284476
melnikovdima82,12000.00,5000,14,50713794
gunduzs17,12000.00,4000,20,1508330504
misterlinconnu,12000.00,4000,20,5320679097
5441994497,12000.00,4000,20,5441994497
Hyuasji,12000.00,4000,20,6340806720
6083262588,11985.00,7990,5,6083262588
Eijraa,11979.00,10890,1,1617245369
marco503sv,11979.00,10890,1,6796837228
Gurus68,11952.00,4980,14,1521673099
Slavik1951,11949.00,5690,11,6944491244
TerlKabotbh,11900.00,7000,7,1581752452
jannidepp,11900.00,7000,7,2036553079
Benyamin97k,11900.00,7000,7,430707923
seieddavodrahchemani91,11900.00,7000,7,534006949
Joaquim_sandra_pingo,11900.00,7000,7,5494449181
nakamiki,11900.00,7000,7,569528543
PhongMai_a199,11900.00,7000,7,6568804727
Leeserag,11900.00,7000,7,6747260887
sheldonlockmillerDTxaK369,11900.00,7000,7,6783499858
TerraeGibson,11900.00,7000,7,7057624882
WilliamLong_a317,11900.00,7000,7,7180130725
7625446211,11900.00,7000,7,7625446211
Taba4eg,11900.00,7000,7,834156613
8099515883,11837.00,6230,9,8099515883
ClarenceGonzales_a250,11808.00,7380,6,7238908412
AdrianPurrington_a504,11792.00,7370,6,7019829624
OllieSuri_a513,11792.00,7370,6,7358823660
O71lg,11754.00,6530,8,1053536750
VichhekaChariyaChhaya650494,11736.00,6520,8,7827811321
jaysonobado,11723.00,6170,9,1085259595
1092196193,11718.00,6510,8,1092196193
RosaLowe_a702,11718.00,6510,8,6942617553
kafkef3,11700.00,9000,3,1266042111
Lewroni,11700.00,9000,3,441978206
Iznek,11700.00,9000,3,5573748900
7410934037,11700.00,9000,3,7410934037
940622664,11700.00,9000,3,940622664
SEGA_763,11700.00,9000,3,979798470
7081565556,11662.00,8330,4,7081565556
AMaryanich,11662.00,6860,7,293594453
HuanCuong139884,11638.00,5060,13,7332954569
KittyTorrance_a707,11628.00,6460,8,7183243629
LienMenasd3,11628.00,6120,9,8166362287
7975108149,11620.00,5810,10,7975108149
freidaperrillKoOqB470,11611.00,6830,7,6848891638
7505212712,11600.00,4000,19,7505212712
DanTrinhLe03011991,11568.00,7230,6,6605043498
mergepalsBot13489n,11564.00,4130,18,7695678620
5334965230,11552.00,7220,6,5334965230
minhtoantang,11543.00,6790,7,2078546412
secretum1978,11535.00,7690,5,1052213640
prostoButerBrod,11508.00,9590,2,1061317823
Luna_997,11500.00,5000,13,1576849943
BradleyAitor,11500.00,5000,13,6578069750
BessPfisterer_a1,11488.00,7180,6,7364822302
PratyushOrston,11484.00,5220,12,6993460365
hoangtuluong,11477.00,4990,13,6930053015
nerfe01,11475.00,4590,15,7143127303
MachPham,11460.00,5730,10,6422508597
LeviAustin_a740,11415.00,7610,5,7287486155
tokmachka,11407.00,6710,7,798155416
L1DER,11400.00,6000,9,118868309
Fiverzinhow,11400.00,6000,9,1262252685
I3eRik,11400.00,6000,9,1458365326
makar4ik_ya,11400.00,6000,9,1562010036
Hanj625,11400.00,6000,9,1906229382
TruDim,11400.00,6000,9,332924262
apakah2024,11400.00,6000,9,5894894321
5904494464,11400.00,6000,9,5904494464
Le_Patriote_74,11400.00,6000,9,5972625862
poolmining202448,11400.00,6000,9,6957729308
povmarin,11400.00,6000,9,7198812881
TrongNgT,11400.00,6000,9,7337576350
7403417937,11400.00,6000,9,7403417937
SamTinh921195,11400.00,6000,9,8133227213
AlekssMag,11400.00,5700,10,398510375
mensigoo,11400.00,2000,47,8054388534
LuongHoaVan_a522,11392.00,7120,6,6756868057
Moon_223344,11382.00,5420,11,1221426964
NguyenTrongCong23041989,11376.00,7110,6,7197310263
bronneke20979lrk,11373.00,6690,7,7166185434
Bogdan_1010102,11360.00,5680,10,1133678887
Simwa80,11352.00,9460,2,69226730
MP94KS,11340.00,5670,10,79251771
604297451,11310.00,7540,5,604297451
Ca_ca_ca08,11308.00,5140,12,5200019675
SaeedGolden2017,11300.00,5650,10,185841944
6848975922,11288.00,6640,7,6848975922
JRF24,11284.00,8680,3,1131360616
